Sampling frequency: 100Hz 
1593000454719 0.7027103405641909 -0.046160714471799 -1.257292026153299 
1593000454731 0.7023727764401247 -0.04723699097763192 -1.2567863504749204 
1593000454739 0.7023307111381155 -0.04757723178039752 -1.2566723187934856 
1593000454749 0.7023480824998467 -0.048049867847435875 -1.2565002916670962 
1593000454759 0.7024683630138979 -0.048151839348360405 -1.2563497877207117 
1593000454769 0.7025912176918756 -0.048180039550463086 -1.256063775368083 
1593000454782 0.7026776670292588 -0.04839112679323108 -1.2554271528941088 
1593000454789 0.702669248734752 -0.04848567516277555 -1.255195041859046 
1593000454799 0.7025675291568115 -0.04872906171370215 -1.2547917706290217 
1593000454809 0.7023457522447363 -0.04904937002932997 -1.2544789881983425 
1593000454819 0.702036113840026 -0.04949986755238942 -1.2542423326900916 
1593000454829 0.7015825785785765 -0.05005342014678804 -1.2541117428462796 
1593000454839 0.7009113665581898 -0.05071523955805404 -1.2540434565845608 
1593000454849 0.7000104627239108 -0.05137786955718685 -1.254031931831395 
1593000454859 0.6989428953588576 -0.05194752495365941 -1.254025284126243 
1593000454869 0.697768947543693 -0.052490807198574845 -1.2539786406601576 
1593000454879 0.6965665358009934 -0.05302520446911707 -1.2539287993739985 
1593000454889 0.6954584758884341 -0.05355463510332055 -1.2539288797426547 
1593000454899 0.6945658187026522 -0.05414460656329344 -1.2540344001348986 
1593000454909 0.6938856106448777 -0.05496269902863275 -1.2542311543528322 
1593000454921 0.6930068620070744 -0.056370090691488454 -1.254638554384772 
1593000454930 0.6926527328874182 -0.05683244745722101 -1.2547610216496843 
1593000454939 0.691772087042975 -0.05766127928236747 -1.2549250051159118 
1593000454949 0.6906490650844778 -0.058488221011934564 -1.254889048293623 
1593000454959 0.6893545753088719 -0.059459793628607 -1.2547176826820188 
1593000454969 0.6880527035745286 -0.06050257214441765 -1.2545693281132533 
1593000454979 0.6867465283258742 -0.06146717849912387 -1.254604616151118 
1593000454989 0.6853554171750978 -0.06230463089439956 -1.2549488744777257 
1593000454999 0.6837510174434147 -0.0630937268402144 -1.2556481740937615 
1593000455009 0.6818911046457492 -0.0639100889183088 -1.2566240646838678 
1593000455019 0.6798891414145988 -0.06495254812506673 -1.25769509967762 
1593000455028 0.6778278908606808 -0.06632427034306583 -1.258784075195278 
1593000455039 0.6758395829711065 -0.06776084140158005 -1.2599810663851168 
1593000455049 0.6741029449845996 -0.06918270827155408 -1.2613148200466426 
1593000455059 0.6725431847600425 -0.07061915246744939 -1.2628007982930451 
1593000455069 0.671037340207822 -0.07203391368141619 -1.2645461083887977 
1593000455078 0.6692406360437348 -0.07326892609987658 -1.2666322172664684 
1593000455089 0.6668532107752521 -0.07414837974843319 -1.2689809231371012 
1593000455099 0.6637595010674667 -0.07472591510447042 -1.2714432262479702 
1593000455109 0.6600154578690007 -0.07531266494043423 -1.274114317728844 
1593000455128 0.6518314257253802 -0.07734820601458285 -1.2810246395465796 
1593000455139 0.6483648267997277 -0.07868099809880648 -1.2858543724963238 
1593000455149 0.6458366195611384 -0.0807097212279914 -1.2909135180483904 
1593000455159 0.643813536346493 -0.08401589248864244 -1.2964149636299636 
1593000455169 0.6417669025822521 -0.08832415168711721 -1.3025660144813027 
1593000455178 0.6392630851652272 -0.09265600144411996 -1.3093731531938717 
1593000455189 0.6359135563931566 -0.09644642268999651 -1.3166194988211382 
1593000455199 0.6316923121317648 -0.10028861019743994 -1.324035958798729 
1593000455209 0.6269160191554427 -0.10500745027906117 -1.3314168299036084 
1593000455219 0.6222572949848403 -0.11074216809858956 -1.338165039634259 
1593000455228 0.6180706605821494 -0.11702020597748652 -1.3438682775525272 
1593000455239 0.6143178142622051 -0.12311491313697559 -1.3485302191280344 
1593000455249 0.6106958326891396 -0.1284683012379664 -1.3525442827004128 
1593000455259 0.6070380604759174 -0.13267489847950267 -1.3563674060538076 
1593000455269 0.6034776834081991 -0.1354431202603049 -1.3600643027080153 
1593000455278 0.600185326571323 -0.13702959275806828 -1.3631985632182362 
1593000455289 0.5973604873002217 -0.13822578168914038 -1.3653785353445629 
1593000455299 0.5951418878243849 -0.13953713045874375 -1.366370190112461 
1593000455309 0.5937095414950379 -0.14106148189049836 -1.3660889800273526 
1593000455319 0.5930726563421065 -0.14261507671511367 -1.3645159106034819 
1593000455328 0.5929471024638833 -0.143740723559245 -1.3620678830555972 
1593000455341 0.5939833629412398 -0.14260868072870322 -1.358462834767721 
1593000455350 0.5942933631829184 -0.14200629514411578 -1.357398144563792 
1593000455359 0.594658002641744 -0.14094851465197433 -1.3551700541823593 
1593000455370 0.5949742194024777 -0.14033981661707554 -1.3524011432421832 
1593000455379 0.5956934283725117 -0.1400772557709821 -1.3489940837519658 
1593000455389 0.596998931748033 -0.13977525720229642 -1.3452354941604392 
1593000455399 0.5988335731084804 -0.13921640228614096 -1.3412215768260989 
1593000455409 0.601095232834147 -0.1382410456008183 -1.3369841489904029 
1593000455420 0.603509341105476 -0.13729058117452952 -1.3326283316002991 
1593000455430 0.6057830204828345 -0.1369834424315518 -1.327966764086679 
1593000455440 0.6081375043387971 -0.13679897595955262 -1.3226983232156633 
1593000455448 0.6106428308056525 -0.13601945187292436 -1.3173785814899552 
Background
1593000456556 0.6255962979895352 -0.1286786093654065 -1.263160718745037 
1593000456566 0.6256279851108661 -0.12888840464366422 -1.262999616006095 
1593000456573 0.6258178634421372 -0.12914444900039931 -1.2626395603818632 
1593000456583 0.6261651590474473 -0.12925632906073664 -1.262147467011837 
1593000456593 0.6265919587672016 -0.12934675012338703 -1.2614895007388154 
1593000456603 0.6270003133640905 -0.12948169897237044 -1.2607075709999314 
1593000456616 0.6271763426921906 -0.12981147345402277 -1.2594305585754895 
1593000456713 0.6265529312822296 -0.13156373197645546 -1.2566373133846187 
1593000456814 0.625336785073884 -0.13294744265799033 -1.2530162069692143 
1593000456913 0.6262578634040014 -0.1370431873389439 -1.2474724432233724 
1593000457030 0.6242715173323181 -0.13494433930901778 -1.2487431764369263 
1593000457056 0.6244841553399172 -0.13391049422191098 -1.248361582346676 
1593000457153 0.6172869246352191 -0.13140877644829774 -1.2492894160717756 
1593000457255 0.6146158672610345 -0.12823477058301536 -1.250766430674066 
1593000457347 0.6187036669052735 -0.12833884121267528 -1.2462434200289763 
1593000457430 0.6165369217468584 -0.13237891582245673 -1.2402209323726519 
1593000457474 0.6132098990924048 -0.13469905723650266 -1.23847314734889 
1593000457582 0.6057654087070772 -0.13412658641822708 -1.2409188804983406 
1593000457599 0.6043891412577542 -0.13362793403157971 -1.2424347017090798 
1593000457677 0.599155806696211 -0.13375061861542248 -1.2452805721452422 
1593000457764 0.5948473134870856 -0.1315649871416765 -1.2468540509665236 
1593000457865 0.5918067805020442 -0.12664510142411156 -1.2487135733464294 
1593000457931 0.5913773267320237 -0.1287129945676407 -1.2461715186435258 
1593000457947 0.5917447530811951 -0.1295873905953543 -1.2451355361542376 
1593000458047 0.5908859599092297 -0.13365872669207948 -1.2430230111317695 
1593000458131 0.5911823560216233 -0.13378692962482572 -1.242507562076803 
1593000458167 0.5900381794829547 -0.13535665971556152 -1.2419805154991683 
1593000458237 0.5888983363329713 -0.13752099500104656 -1.2412995359153038 
1593000458331 0.58790618836808 -0.1384413367759588 -1.2418271002732904 
1593000458347 0.5880763228587916 -0.13848005623731852 -1.2417788464929649 
1593000458447 0.5881106017763892 -0.14036522794525763 -1.2417803181750822 
1593000458547 0.5875690596293657 -0.14242666009152363 -1.2412861311849728 
1593000458647 0.5875354177716864 -0.14358316093853893 -1.2408296588864913 
1593000458748 0.5876431389046972 -0.1452884181931478 -1.2387683105398408 
1593000458847 0.5879460980371809 -0.14643968819795522 -1.2367296209912761 
1593000458955 0.5874639585609095 -0.14928248514184062 -1.2344098599006332 
1593000459047 0.5874715727549711 -0.1510467738807785 -1.2314545056575121 
1593000459081 0.587124401257884 -0.1510463671379541 -1.231313410664807 
1593000459102 0.5865368830786346 -0.1509905491594119 -1.2310559817487177 
1593000459209 0.5866240163259757 -0.150957408313849 -1.2289442115407896 
1593000459299 0.5853853551405483 -0.1529338781560049 -1.2264313855586753 
1593000459364 0.5856371415795781 -0.15282233312341872 -1.224723795381244 
1593000459465 0.5851584727101172 -0.15609135302784094 -1.2210761346855343 
1593000459485 0.5851371227912161 -0.15658978752627878 -1.2204028876159558 
1593000459548 0.5846835898376994 -0.15527181559386039 -1.2196570108564528 
1593000459648 0.5830100460642456 -0.15266304892409943 -1.220488466242342 
1593000459748 0.5813670054197553 -0.15534503819552145 -1.2191641151388273 
1593000459848 0.5714572213400956 -0.16415609014790067 -1.1949594006917217 
1593000459948 0.5340548909536437 -0.14900911405775005 -1.1478373090936036 
1593000460048 0.4388055921818023 -0.20994444124873882 -1.054027015626811 
1593000460148 0.20092767590686397 -0.39273349905287624 -0.9817976391469151 
1593000460248 0.023360725241727717 -0.479281548448086 -1.017414734197697 
1593000460299 -0.0026094514168643365 -0.47838550142216196 -1.0217865402639152 
1593000460365 -0.06820968279701571 -0.42986545084356464 -0.9905410034195051 
1593000460387 -0.08506092738171049 -0.42050370724780733 -0.9797919700591164 
1593000460487 -0.0981769425779353 -0.469386925628388 -1.0175034582617652 
1593000460588 -0.08811789435791431 -0.45067849649543335 -1.0402973841261764 
1593000460688 -0.03772780902740013 -0.4521683910482908 -1.0478565559355655 
1593000460787 -0.013595419775204617 -0.31331809126922244 -1.0710695915513522 
1593000460888 -0.01244464976160054 -0.18978663303924367 -1.0586592735168012 
1593000460987 -0.006674526434775975 -0.20507732429291192 -1.0994670406630076 
1593000461088 -0.006187885378571814 -0.23076273229840094 -1.1200457369371974 
1593000461188 -0.005899322538380775 -0.18719767551548658 -1.0923260168495994 
1593000461288 -0.007459219539340831 -0.005933709534541726 -1.0785706434050415 
1593000461389 -0.007051915012942476 0.0011475529319230628 -1.0996990513081593 
1593000461471 -0.007027355297119726 0.0016894627211454273 -1.1112146232221596 
1593000461488 -0.005670006010349677 0.002208696351088249 -1.112404084288063 
1593000461588 0.0019427218842869227 0.0034764684535023393 -1.1210641881528058 
1593000461688 -0.0069996192611739 -0.0018046133397509627 -1.1210368488197182 
1593000461788 -0.005876704498536921 -0.002245588887171003 -1.1209950651072496 
1593000461888 -0.004776481439222636 -0.0026097818055094845 -1.1210618805506496 
1593000461988 -0.0037258339984820436 -0.002807259081207085 -1.1210963061398558 
1593000462087 -0.002874689415845588 -0.0030625789375537684 -1.1211114843378578 
1593000462187 -0.0020747036226257034 -0.003277337239983154 -1.1211296404569333 
1593000462287 -0.0014089242504760169 -0.0035064091949735974 -1.1211424057051391 
1593000462389 -0.0007855908855546181 -0.0036214602451933886 -1.1211918856514993 
1593000462438 -0.0005479513754190777 -0.0037254237622940376 -1.1211735674664152 
1593000462521 -0.00015904871790179434 -0.00402495867130424 -1.1211952513428 
1593000462538 0.00011625583103745919 -0.003848957787456526 -1.1211951864220195 
1593000462637 0.0006335404532427069 -0.003949007402733634 -1.1212168245229688 
1593000462737 0.0010620262779302077 -0.0039215604494587785 -1.1212286075646425 
1593000462837 0.0015042290784420495 -0.0040373024149979704 -1.1212217352587743 
1593000462938 0.0017981063998175715 -0.004120011232335595 -1.121297738177456 
1593000463038 0.0020692822924781107 -0.00427257731340492 -1.121279076451323 
1593000463138 0.00242256466527252 -0.004422922357994669 -1.1213665891791047 
1593000463238 0.0026458890155002567 -0.004698363954992725 -1.1214062536485883 
1593000463333 0.0028845820249591542 -0.004577682226805858 -1.1214374829235565 
1593000463438 0.003115495170405433 -0.004719808019531826 -1.1215133068605667 
1593000463538 0.0032320858319535906 -0.0047650169521117015 -1.1215094160597912 
1593000463638 0.0034044089297856415 -0.004757012873775478 -1.121606667916302 
1593000463737 0.0036310478031962483 -0.004872025481679349 -1.1216490593609694 
1593000463838 0.003834145727493968 -0.00484886739926149 -1.1216915177368478 
1593000463937 0.003929704486843706 -0.004848340523607825 -1.1217345037818613 
1593000464038 0.004050591694928432 -0.004838377715850284 -1.1217588622790675 
1593000464137 0.004120795373813266 -0.004792817263244033 -1.1218274195783267 
1593000464238 0.004338642920320397 -0.004787778592407144 -1.1218536214713806 
1593000464337 0.004381439439352736 -0.004693140971746505 -1.121885778305981 
1593000464438 0.004422585826879225 -0.004870302514556092 -1.1219313864569047 
1593000464538 0.004517628748634941 -0.00489170786627855 -1.1219775298560823 
1593000464638 0.0046425268568187055 -0.0047946569718142415 -1.1220231982733828 
1593000464739 0.0046883769810511814 -0.004692785870073891 -1.1220647738634315 
1593000464817 0.004768119083330983 -0.004705955909380195 -1.1220924074161458 
1593000464921 0.004787667634909049 -0.004763792584806689 -1.1222123031618991 
1593000464938 0.004801274018379106 -0.004735263327097109 -1.1222046600117321 
1593000465038 0.004895864697718901 -0.004795927655033466 -1.122306631801534 
1593000465138 0.004964415060452447 -0.004884100883173098 -1.1223568685300185 
1593000465237 0.005016362703308139 -0.004805848089796113 -1.122408959177865 
1593000465337 0.005020209439067701 -0.004814727355270612 -1.1224402212857312 
1593000465438 0.005065200235032765 -0.004843956901238839 -1.1225109531197894 
1593000465538 0.005053773176127295 -0.004849720484282007 -1.1225569636588333 
1593000465638 0.005028968811039911 -0.004837201880993413 -1.1225756116548342 
1593000465739 0.005176212447522392 -0.004721898905386933 -1.1226441167391628 
1593000465821 0.005252075668278859 -0.004741777500024167 -1.1226375795977537 
1593000465921 0.0052326411171289035 -0.0047476942312188455 -1.1226654217109426 
1593000465939 0.005263533505963602 -0.004748784977425127 -1.122656178939987 
1593000466004 0.005233045108827269 -0.00472231379006479 -1.1226540448546722 
1593000466106 0.0052710737691415415 -0.0046789206261199185 -1.122675819715081 
1593000466214 0.005281727701190939 -0.004658471754281372 -1.1227260623515711 
1593000466321 0.005231743610518141 -0.0047362661852693765 -1.1227069440963608 
1593000466340 0.005207020641509701 -0.004713929278578896 -1.1227328338473623 
1593000466401 0.005133788760419982 -0.004779083692471688 -1.1227625036394562 
1593000466420 0.005118380229272207 -0.004781293537430654 -1.1227725933214532 
1593000466454 0.005060494027722874 -0.004707489693158588 -1.1227881434447464 
1593000466554 0.004845999811452396 -0.0047592507096578755 -1.1227853638232916 
1593000466654 0.004917160517873352 -0.004693940456212634 -1.1228256139563784 
1593000466755 0.004911651481523514 -0.004835266998785984 -1.1228638713021382 
1593000466854 0.004839440464735553 -0.004798055911604267 -1.1228555891105365 
1593000466955 0.004873085222183945 -0.0047482232933345565 -1.1229101010990543 
1593000467055 0.004834269413980446 -0.004738642637561968 -1.122918964273032 
1593000467155 0.004877402782723825 -0.004673908854340855 -1.122988508018744 
1593000467255 0.0049234564286645115 -0.004743550843866363 -1.1229853765561533 
1593000467356 0.004966657656822885 -0.004860531538400332 -1.1229652041801381 
1593000467455 0.004887694404062431 -0.00487971589259844 -1.1229099981461792 
1593000467555 0.004876270618717343 -0.004861939448676541 -1.1229126086872478 
1593000467655 0.004860605326606968 -0.004819194025558585 -1.1229106778983824 
1593000467755 0.004913259594798521 -0.004868101421671925 -1.1229789301700823 
1593000467854 0.004916386119456306 -0.004858848263580744 -1.1230086540411246 
1593000467955 0.004916743450651098 -0.004837387338871247 -1.123008383996698 
1593000468061 0.00494795810342698 -0.004837965670600203 -1.123041409986407 
1593000468078 0.004961427204903591 -0.004815741919153215 -1.1230295666071322 
1593000468171 0.004908425979987216 -0.004813664275773628 -1.1229889628068885 
1593000468188 0.004911212963287711 -0.004786014438465671 -1.122996732780105 
1593000468288 0.004844538252995795 -0.00479663896352656 -1.1229552448384161 
1593000468336 0.004851064785174356 -0.004770091889683803 -1.122983096655847 
1593000468439 0.004858767213546556 -0.004778070648485614 -1.1229862689181302 
1593000468521 0.004809983774514936 -0.004832787116290695 -1.1229773381216634 
1593000468539 0.004794223393806948 -0.0048244968473319045 -1.1229777773341871 
1593000468619 0.004828013559228152 -0.004924087835312972 -1.1230020399400562 
1593000468702 0.0048022324309474 -0.004778322624351341 -1.1230091038957406 
1593000468811 0.004809154615986968 -0.004729190411945674 -1.1230257115410327 
1593000468829 0.004797563068822895 -0.0047529591021913615 -1.1230228311856267 
1593000468911 0.004767580720001966 -0.004686903640253706 -1.1230228966228215 
1593000468929 0.004748794540086237 -0.0047136213270763125 -1.123027051091259 
1593000469011 0.004804598969016237 -0.004650369669859686 -1.1230029734120952 
1593000469031 0.004795352963154685 -0.004682520164593039 -1.123007736658818 
1593000469056 0.004818235122025175 -0.004728379443400869 -1.12299308868086 
1593000469154 0.004808894682931967 -0.004746540632836224 -1.1230068266926676 
1593000469254 0.0048278788742488355 -0.004766924407800227 -1.123020766088035 
1593000469354 0.004927456139188721 -0.004720050828738813 -1.1230808718084433 
1593000469454 0.004919880052475758 -0.004692624876216923 -1.1231041408363136 
1593000469561 0.004953120320052151 -0.004730300154875339 -1.1231505534772765 
1593000469578 0.0049588865160052715 -0.004727454648186876 -1.1231411313532924 
1593000469677 0.0049917300713526415 -0.004836240846869882 -1.1231227145617673 
1593000469771 0.00494984893311582 -0.004789269792174123 -1.1231693517253287 
1593000469790 0.004942004891046739 -0.004784745435094723 -1.1231756069198182 
1593000469836 0.004971769227181898 -0.004785718302842246 -1.1231611720937973 
1593000469937 0.004964616478602367 -0.004769251222123062 -1.123171070586632 
1593000470037 0.005005623080177459 -0.0048090561670114 -1.1231245717269094 
1593000470137 0.00498762611947206 -0.004851725023467157 -1.123103375861632 
1593000470237 0.005002620323456193 -0.00485035488902405 -1.1230944031422636 
1593000470337 0.005000663022101652 -0.004846804440147059 -1.1230756861931932 
1593000470437 0.005013344305748732 -0.004853238344558894 -1.123067873420804 
1593000470537 0.0049356768365125155 -0.004830121372616831 -1.1230657925959595 
1593000470637 0.00489108424206537 -0.004808264317777197 -1.1230928345374371 
1593000470739 0.00484771576797982 -0.004757608378129666 -1.1230949083071664 
1593000470821 0.004868345368327123 -0.004782835529377076 -1.123083601206278 
1593000470839 0.004870415082780347 -0.004781752669878137 -1.1231038028800149 
1593000470911 0.004805102883059291 -0.004769678951933176 -1.1231213053387101 
1593000470929 0.004786753787223536 -0.004753305596489809 -1.1231301669684777 
1593000471003 0.004801987967915616 -0.004774496766730269 -1.1230553782917656 
1593000471086 0.004830871662686379 -0.004747766054448406 -1.1231021501706617 
1593000471153 0.004751733861097718 -0.004779787738982709 -1.1230915194439037 
1593000471261 0.004731842014550876 -0.004703246718494528 -1.1230717722721408 
1593000471277 0.004744772213020598 -0.0046930224993783675 -1.1230704743341795 
1593000471378 0.004693199712916047 -0.004730851421402589 -1.1230480135357832 
1593000471478 0.004688039580447316 -0.004791142396425874 -1.1229978985986557 
1593000471578 0.0047123413885918185 -0.004797390239366399 -1.1229587877105938 
1593000471678 0.00470732467687401 -0.004776765063015457 -1.1229856365009392 
1593000471770 0.004671257725236026 -0.0047566498676959905 -1.1229946432419713 
1593000471794 0.004665807573258573 -0.004796900625987147 -1.1229897090823127 
1593000471894 0.004597245188524051 -0.004768225366929863 -1.1229911207229664 
1593000471995 0.0046034911556355265 -0.004760329533925317 -1.1230099558128979 
1593000472102 0.00462315772587395 -0.0048036901967615266 -1.1230265162185926 
1593000472211 0.0046914693981291045 -0.004807070518858666 -1.1230720347193424 
1593000472228 0.004686379535642151 -0.004824061765279028 -1.123077512113084 
1593000472328 0.004659945113142608 -0.004810730257513626 -1.1230680038253111 
1593000472429 0.004679580499815179 -0.004869389550234712 -1.1230750459687113 
1593000472511 0.0046313926090391965 -0.004935791610958118 -1.1230975382685444 
1593000472528 0.004652957171653935 -0.0049340645774820805 -1.1231030110927487 
1593000472631 0.00463690360290024 -0.004925219882673668 -1.1230965126889723 
1593000472654 0.004641287527334612 -0.004928728584913365 -1.1231122361514496 
1593000472761 0.004553605006202179 -0.004925551706600145 -1.1231695896889422 
1593000472770 0.00455488694192116 -0.004898056467513326 -1.123171485409432 
1593000472811 0.004571492541813284 -0.004854392696599713 -1.1231723947675947 
1593000472821 0.004573048844911128 -0.004847870024967576 -1.123176805759083 
1593000472837 0.004566290366183092 -0.004868263978693292 -1.123165298433318 
1593000472937 0.004565236270522705 -0.004804139019503614 -1.1231885628237872 
1593000473037 0.004596769236564739 -0.004782981950560625 -1.123218416388773 
1593000473138 0.004575955205450998 -0.004795285269130672 -1.1232736494039097 
1593000473237 0.004567620082242985 -0.004803496009083042 -1.1232632854464313 
1593000473328 0.0045591521556183805 -0.004738351735114546 -1.1232954632365793 
1593000473428 0.004578008730587229 -0.004757661262284143 -1.1232863899480177 
1593000473527 0.004584009570829521 -0.004747259520260848 -1.1232983285958096 
1593000473628 0.004609966176625602 -0.0047099643373513505 -1.1232464334782375 
1593000473728 0.004624687433817691 -0.0047037490557521565 -1.123262298591649 
1593000473827 0.004633521211086383 -0.004687320348236223 -1.1232556766052568 
1593000473928 0.0046529209100728535 -0.004612176189506268 -1.1232984039866993 
1593000474028 0.0046971463056023535 -0.004595430888730272 -1.12323735425932 
1593000474128 0.004678929637188954 -0.004495896834945947 -1.1232680425509896 
1593000474230 0.00464971134437008 -0.00443262564044432 -1.1232423116729469 
1593000474261 0.004661058521067024 -0.004436689476029793 -1.123240963696401 
1593000474278 0.004637743845260408 -0.004459769964673829 -1.123246185878734 
1593000474378 0.004540296180494922 -0.004429960036079939 -1.123265158418903 
1593000474478 0.004510846720356022 -0.004463783318659313 -1.1233218404738128 
1593000474578 0.004508632618106779 -0.00436979341580668 -1.1233380946747817 
1593000474678 0.004564731187302603 -0.004319937743719214 -1.1233625986121436 
1593000474778 0.004575618332691748 -0.004433975874109098 -1.1233942563027461 
1593000474876 0.00457229203155945 -0.004328880697010456 -1.1234065497038295 
1593000474977 0.00453663585532324 -0.004384037959286431 -1.1233748223823956 
1593000475078 0.004437829637269795 -0.004430785505868958 -1.1233758763601744 
1593000475178 0.004418705155638537 -0.004558633848846964 -1.1233606539712386 
1593000475278 0.004391788471907059 -0.004505866505646546 -1.1233378848600628 
1593000475378 0.004408794411251243 -0.0045498368852092816 -1.123298789378664 
1593000475478 0.004411225882716625 -0.0045426349469076125 -1.1233139022205332 
1593000475578 0.004464356338563735 -0.0045827069865815645 -1.1232900262530956 
1593000475678 0.004431074115408177 -0.0046199164152308115 -1.1233209210293298 
1593000475778 0.00442520490592386 -0.004699015013947617 -1.1233063017340736 
1593000475872 0.004394921057332168 -0.004642253557563707 -1.1233137373993733 
1593000475978 0.004417100162636805 -0.004614140836592678 -1.1232887783092962 
1593000476078 0.004336709464107076 -0.0045708955961930465 -1.1233110889878388 
1593000476178 0.004264423587424777 -0.0045138796572296745 -1.1232698852423852 
1593000476278 0.004297903613598457 -0.0045033900694398015 -1.1233345298820034 
1593000476378 0.004317746472702513 -0.0045021957867009 -1.1233204843087856 
1593000476478 0.0043573253865453266 -0.004483595189156054 -1.1233383542297461 
1593000476578 0.004333795938494703 -0.004500132038403472 -1.1233505006147024 
1593000476678 0.004292961477005693 -0.004458579899169541 -1.1233342612662665 
1593000476778 0.004334127131428907 -0.004457999468437665 -1.1233416015207316 
1593000476873 0.004340614675585216 -0.004498000836015129 -1.123354838967037 
1593000476978 0.004379524844904787 -0.004472990807245152 -1.1233646489948441 
1593000477077 0.004402716488665325 -0.004420520114020181 -1.1233560013478225 
1593000477178 0.004410475411461797 -0.004419093593020463 -1.123405038606643 
1593000477278 0.004393649149451536 -0.004426984560412558 -1.123423234693498 
1593000477378 0.00446830697545602 -0.00438755312460945 -1.123420468377895 
1593000477478 0.004498474386721202 -0.004435034192004013 -1.12345933685525 
1593000477573 0.0044758549807814695 -0.004473368646490252 -1.123465975341927 
1593000477678 0.004460086951546068 -0.004466359790321121 -1.1234531257389548 
1593000477778 0.004429341904529547 -0.004439375278705442 -1.1234588217609356 
1593000477874 0.004410051933496561 -0.004427984997779137 -1.1234618658947462 
1593000477978 0.004413581780516283 -0.0044825685331268865 -1.1235115826388153 
1593000478078 0.004427986871832177 -0.004475613774098821 -1.123489207760171 
1593000478178 0.004501770597962787 -0.004438726987032754 -1.1234942428470154 
1593000478278 0.004484689333020589 -0.0044104044271800385 -1.1235351437623489 
1593000478328 0.0044860956577794054 -0.004418551090089119 -1.123549507504671 
1593000478428 0.004470991808467313 -0.004407875300322101 -1.1235416326128993 
1593000478528 0.004453203192110325 -0.004441211757224293 -1.1235374274329855 
1593000478628 0.004451402636025606 -0.00448488025156077 -1.1235575590938447 
1593000478728 0.004468889654424552 -0.004448797022202073 -1.1235612155235442 
1593000478828 0.004515218653006883 -0.004446672349994794 -1.1235699964754156 
1593000478928 0.004557414725740221 -0.004464086552072729 -1.1236122244237985 
1593000479028 0.004610611905435974 -0.004468058748994096 -1.1236402826682452 
1593000479128 0.004631118512809191 -0.004453371340456697 -1.123682388299068 
1593000479231 0.004658685137163097 -0.004479106083610223 -1.123672854494676 
1593000479254 0.004684565879578363 -0.00445738745192573 -1.123673113748276 
1593000479361 0.004700087714639693 -0.004459500208171874 -1.123691878386004 
1593000479374 0.0047111933920587455 -0.004461336697493125 -1.123680916001678 
1593000479477 0.004685837186163271 -0.004433239371932868 -1.1237178735998474 
1593000479577 0.0046714238263012185 -0.004442469951621379 -1.1237754613990272 
1593000479677 0.004672228024155651 -0.004490490742387697 -1.1237448235496783 
1593000479777 0.004654957158810004 -0.0044601200552181475 -1.1237569845884547 
1593000479874 0.004653859110202071 -0.004459702991295776 -1.1237207700712883 
1593000479977 0.0045787524894820115 -0.00444825687103775 -1.1237234292084979 
1593000480078 0.004593655265709959 -0.004408884131767716 -1.1237636947194878 
